host,country,as_organization,certs_subject_org,certs_subject_cn,certs_valid,ip,port,protocol,title,domain,city
https://108.138.138.30,US,AMAZON-02,"PayPal, Inc.",braintreepayments.com,true,108.138.138.30,443,https,ERROR: The request could not be satisfied,,
https://66.211.169.108,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,66.211.169.108,443,https,,,
https://66.211.169.98,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,66.211.169.98,443,https,,,
https://66.211.169.114,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,66.211.169.114,443,https,,,
https://173.0.87.31,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,173.0.87.31,443,https,,,
https://66.211.169.97,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,66.211.169.97,443,https,,,
https://23.199.185.89,US,AKAMAI-AS,"PayPal, Inc.",assets-cdn.s-xoom.com,true,23.199.185.89,443,https,,,Atlanta
https://173.0.87.4,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,173.0.87.4,443,https,,,
https://66.211.169.113,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,66.211.169.113,443,https,,,
https://173.0.87.43,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,173.0.87.43,443,https,,,
https://23.194.183.156,US,AKAMAI-AS,"PayPal, Inc.",c.paypal.com,true,23.194.183.156,443,https,,,Atlanta
https://23.199.186.95,US,AKAMAI-AS,"PayPal, Inc.",www.paypal.co.uk,true,23.199.186.95,443,https,,,Atlanta
https://65.9.143.226,US,AMAZON-02,"PayPal, Inc.",braintreepayments.com,true,65.9.143.226,443,https,ERROR: The request could not be satisfied,,
https://3.136.209.240,US,AMAZON-02,"PayPal, Inc.",docs-qa-us-east-1.dev.braintree-api.com,true,3.136.209.240,443,https,,,Columbus
https://3.128.1.176,US,AMAZON-02,"PayPal, Inc.",data-airflow-webserver-datastag.data-staging.braintree-api.com,true,3.128.1.176,443,https,,,Columbus
https://52.39.78.71,US,AMAZON-02,"PayPal, Inc.",*.dev.braintree-api.com,true,52.39.78.71,443,https,,,Boardman
https://3.140.153.108,US,AMAZON-02,"PayPal, Inc.",docs-qa-us-east-1.dev.braintree-api.com,true,3.140.153.108,443,https,,,Columbus
https://23.199.161.65,US,AKAMAI-AS,"PayPal, Inc.",aktest.paypal.com,true,23.199.161.65,443,https,,,Atlanta
https://23.199.163.235,US,AKAMAI-AS,"PayPal, Inc.",p.paypal.com,true,23.199.163.235,443,https,,,Atlanta
https://23.12.148.168,US,AKAMAI-AS,"PayPal, Inc.",pointofsale-s.paypal.com,true,23.12.148.168,443,https,,,Atlanta
https://173.0.87.8,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,173.0.87.8,443,https,,,
https://173.0.87.42,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,173.0.87.42,443,https,,,
https://173.0.87.44,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,173.0.87.44,443,https,,,
https://173.0.87.11,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,173.0.87.11,443,https,,,
https://173.0.87.6,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,173.0.87.6,443,https,,,
https://173.0.87.58,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,173.0.87.58,443,https,,,
https://173.0.87.10,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,173.0.87.10,443,https,,,
https://173.0.87.51,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,173.0.87.51,443,https,,,
https://173.0.87.7,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,173.0.87.7,443,https,,,
https://173.0.87.15,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,173.0.87.15,443,https,,,
https://173.0.87.28,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,173.0.87.28,443,https,,,
https://173.0.87.57,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,173.0.87.57,443,https,,,
https://173.0.87.46,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,173.0.87.46,443,https,,,
https://173.0.87.14,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,173.0.87.14,443,https,,,
https://173.0.87.9,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,173.0.87.9,443,https,,,
https://173.0.87.45,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,173.0.87.45,443,https,,,
https://173.0.87.5,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,173.0.87.5,443,https,,,
https://66.211.169.112,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,66.211.169.112,443,https,,,
https://66.211.169.111,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,66.211.169.111,443,https,,,
https://66.211.169.99,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,66.211.169.99,443,https,,,
https://173.0.87.50,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,173.0.87.50,443,https,,,
https://173.0.87.49,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,173.0.87.49,443,https,,,
https://66.211.169.110,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,66.211.169.110,443,https,404 Not Found,,
https://18.160.199.16,US,,"PayPal, Inc.",venmosdk.braintreegateway.com,true,18.160.199.16,443,https,ERROR: The request could not be satisfied,,
https://65.9.24.8,US,AMAZON-02,"PayPal, Inc.",venmosdk.braintreegateway.com,true,65.9.24.8,443,https,ERROR: The request could not be satisfied,,
https://104.100.152.65,US,AKAMAI-AS,"PayPal, Inc.",aktest.paypal.com,true,104.100.152.65,443,https,Invalid URL,,Lithia Springs
https://173.0.87.59,US,PAYPAL,"PayPal, Inc.",cloudmonitor.paypal.com,true,173.0.87.59,443,https,404 Not Found,,
https://99.84.133.233,US,AMAZON-02,"PayPal, Inc.",venmosdk.braintreegateway.com,true,99.84.133.233,443,https,ERROR: The request could not be satisfied,,
